date,temperature,precipitation
2016-04-01,18.6,0.6
2016-04-02,17.3,0.2
2016-04-03,15.4,0.5
2016-04-04,15.6,0.0
2016-04-05,18.3,1.2
2016-04-06,16.2,0.0
2016-04-07,16.3,0.0
2016-04-08,16.4,0.7
2016-04-09,15.1,0.0
2016-04-10,16.9,0.0
2016-04-11,19.3,0.0
2016-04-12,16.3,0.0
2016-04-13,14.8,0.3
2016-04-14,16.0,7.3
2016-04-15,14.7,29.2
2016-04-16,15.2,39.6
2016-04-17,13.1,76.9
2016-04-18,12.0,12.2
2016-04-19,13.6,0.0
2016-04-20,13.4,0.0
2016-04-21,15.0,0.0
2016-04-22,14.2,0.5
2016-04-23,13.4,24.4
2016-04-24,9.6,20.2
2016-04-25,8.8,0.0
2016-04-26,10.0,0.0
2016-04-27,12.8,0.0
2016-04-28,15.0,0.0
2016-04-29,16.9,0.0
2016-04-30,16.3,0.0
2016-05-01,16.4,0.3
2016-05-02,14.8,1.9
2016-05-03,17.8,0.0
2016-05-04,16.4,0.0
2016-05-05,14.4,1.5
2016-05-06,13.3,0.0
2016-05-07,12.5,0.0
2016-05-08,13.5,0.0
2016-05-09,12.7,0.0
2016-05-10,13.3,0.0
2016-05-11,11.8,6.7
2016-05-12,11.2,0.0
2016-05-13,15.2,0.0
2016-05-14,12.2,1.2
2016-05-15,11.2,0.0
2016-05-16,12.5,0.0
2016-05-17,15.0,0.0
2016-05-18,11.0,0.0
2016-05-19,12.3,0.4
2016-05-20,12.5,9.3
2016-05-21,11.3,12.9
2016-05-22,10.3,0.0
2016-05-23,14.2,0.0
2016-05-24,14.2,0.0
2016-05-25,13.8,0.0
2016-05-26,11.1,0.0
2016-05-27,14.4,0.0
2016-05-28,11.8,0.2
2016-05-29,11.5,15.7
2016-05-30,10.8,5.0
2016-05-31,9.0,1.6
2016-06-01,8.6,0.1
2016-06-02,8.0,11.9
2016-06-03,9.3,47.6
2016-06-04,8.7,4.9
2016-06-05,7.3,0.3
2016-06-06,3.7,0.0
2016-06-07,6.1,0.0
2016-06-08,7.6,0.0
2016-06-09,7.4,0.0
2016-06-10,7.6,0.0
2016-06-11,9.1,0.0
2016-06-12,9.7,0.0
2016-06-13,11.0,0.0
2016-06-14,10.5,0.0
2016-06-15,9.0,0.0
2016-06-16,9.1,0.0
2016-06-17,10.3,0.0
2016-06-18,9.3,0.0
2016-06-19,9.0,0.0
2016-06-20,9.5,0.0
2016-06-21,8.6,0.0
2016-06-22,8.8,0.0
2016-06-23,11.3,0.0
2016-06-24,8.3,0.7
2016-06-25,9.2,0.0
2016-06-26,8.4,0.2
2016-06-27,10.9,0.0
2016-06-28,11.0,0.0
2016-06-29,11.9,0.0
2016-06-30,13.7,0.0
2016-07-01,13.8,0.0
2016-07-02,11.1,0.5
2016-07-03,8.6,23.4
2016-07-04,7.1,0.0
2016-07-05,6.5,0.0
2016-07-06,7.2,0.0
2016-07-07,10.0,0.0
2016-07-08,9.2,0.0
2016-07-09,11.6,0.0
2016-07-10,9.5,1.2
2016-07-11,8.6,23.9
2016-07-12,8.4,0.5
2016-07-13,7.1,16.6
2016-07-14,8.4,15.4
2016-07-15,6.4,0.0
2016-07-16,8.4,0.0
2016-07-17,10.6,0.0
2016-07-18,9.2,0.0
2016-07-19,9.0,0.0
2016-07-20,11.5,0.0
2016-07-21,11.2,0.0
2016-07-22,10.8,0.0
2016-07-23,12.3,0.1
2016-07-24,12.0,9.5
2016-07-25,8.1,28.0
2016-07-26,7.8,0.0
2016-07-27,13.5,0.0
2016-07-28,11.9,0.0
2016-07-29,11.3,0.0
2016-07-30,10.3,0.0
2016-07-31,10.1,2.7
2016-08-01,9.5,0.0
2016-08-02,10.5,0.0
2016-08-03,12.8,0.0
2016-08-04,11.1,0.0
2016-08-05,10.0,0.0
2016-08-06,10.1,0.0
2016-08-07,11.5,0.0
2016-08-08,10.5,0.0
2016-08-09,10.3,0.0
2016-08-10,11.4,0.0
2016-08-11,13.4,0.0
2016-08-12,11.4,0.0
2016-08-13,14.5,0.0
2016-08-14,14.1,0.0
2016-08-15,15.8,0.0
2016-08-16,12.6,0.6
2016-08-17,10.9,0.3
2016-08-18,9.5,0.0
2016-08-19,8.3,0.1
2016-08-20,8.0,0.0
2016-08-21,11.7,0.0
2016-08-22,13.7,0.0
2016-08-23,14.0,0.0
2016-08-24,12.5,0.0
2016-08-25,11.5,0.0
2016-08-26,11.1,0.5
2016-08-27,10.3,1.3
2016-08-28,9.9,0.0
2016-08-29,10.3,0.0
2016-08-30,13.4,0.0
2016-08-31,11.2,2.1
2016-09-01,8.4,0.0
2016-09-02,8.9,0.0
2016-09-03,9.8,0.0
2016-09-04,8.0,0.0
2016-09-05,10.1,0.0
2016-09-06,11.8,0.0
2016-09-07,13.9,0.0
2016-09-08,14.7,0.0
2016-09-09,18.0,0.0
2016-09-10,15.5,0.0
2016-09-11,14.0,0.2
2016-09-12,9.6,3.2
2016-09-13,12.0,0.0
2016-09-14,12.6,0.0
2016-09-15,14.8,0.0
2016-09-16,16.0,0.1
2016-09-17,13.7,0.0
2016-09-18,15.9,0.0
2016-09-19,16.9,0.0
2016-09-20,18.2,0.0
2016-09-21,17.7,0.0
2016-09-22,19.1,0.0
2016-09-23,18.7,0.0
2016-09-24,16.3,0.0
2016-09-25,17.5,0.0
2016-09-26,18.0,0.0
2016-09-27,18.5,0.0
2016-09-28,16.2,0.1
2016-09-29,11.3,4.4
2016-09-30,14.2,0.0
2016-10-01,16.4,0.0
2016-10-02,17.3,0.0
2016-10-03,16.8,0.0
2016-10-04,15.6,1.3
2016-10-05,16.9,0.0
2016-10-06,17.9,0.0
2016-10-07,16.7,0.2
2016-10-08,17.0,0.0
2016-10-09,17.9,0.0
2016-10-10,17.8,0.0
2016-10-11,17.5,0.0
2016-10-12,15.2,0.0
2016-10-13,16.9,0.0
2016-10-14,16.3,0.0
2016-10-15,13.7,20.0
2016-10-16,10.6,35.4
2016-10-17,9.5,4.7
2016-10-18,7.3,8.9
2016-10-19,10.2,1.1
2016-10-20,13.8,0.0
2016-10-21,15.4,0.0
2016-10-22,14.3,0.7
2016-10-23,11.5,4.9
2016-10-24,11.6,2.0
2016-10-25,14.6,0.0
2016-10-26,17.6,0.0
2016-10-27,19.2,0.0
2016-10-28,18.8,0.0
2016-10-29,18.4,0.0
2016-10-30,15.6,12.5
2016-10-31,14.1,0.0
2016-11-01,11.5,3.1
2016-11-02,15.8,0.0
2016-11-03,19.3,0.0
2016-11-04,21.8,0.0
2016-11-05,23.2,0.0
2016-11-06,21.7,0.2
2016-11-07,22.2,0.0
2016-11-08,20.4,0.0
2016-11-09,20.9,0.0
2016-11-10,22.4,0.0
2016-11-11,21.4,0.0
2016-11-12,20.5,0.0
2016-11-13,19.3,0.1
2016-11-14,19.2,0.0
2016-11-15,19.4,0.0
2016-11-16,20.5,0.0
2016-11-17,21.4,0.0
2016-11-18,21.4,0.0
2016-11-19,20.0,0.4
2016-11-20,17.6,1.5
2016-11-21,17.9,0.0
2016-11-22,15.9,0.0
2016-11-23,15.4,3.2
2016-11-24,19.6,0.0
2016-11-25,16.1,2.0
2016-11-26,16.1,1.2
2016-11-27,15.9,0.0
2016-11-28,20.7,0.0
2016-11-29,22.1,0.0
2016-11-30,22.2,0.0
2016-12-01,21.5,0.0
2016-12-02,22.2,0.0
2016-12-03,21.0,0.0
2016-12-04,16.1,0.7
2016-12-05,17.4,0.0
2016-12-06,20.6,0.0
2016-12-07,19.7,0.0
2016-12-08,17.9,3.1
2016-12-09,13.9,12.1
2016-12-10,17.7,0.0
2016-12-11,21.0,0.0
2016-12-12,21.7,0.0
2016-12-13,22.5,0.0
2016-12-14,23.9,0.0
2016-12-15,23.6,0.0
2016-12-16,22.1,0.0
2016-12-17,19.8,0.0
2016-12-18,21.0,0.0
2016-12-19,22.8,0.0
2016-12-20,20.9,0.0
2016-12-21,19.9,0.0
2016-12-22,20.0,0.1
2016-12-23,20.6,0.0
2016-12-24,19.3,0.0
2016-12-25,15.7,1.1
2016-12-26,14.1,15.3
2016-12-27,19.9,0.0
2016-12-28,22.2,0.0
2016-12-29,20.7,0.0
2016-12-30,20.1,0.0
2016-12-31,19.0,0.0
2017-01-01,21.3,0.0
2017-01-02,22.7,0.0
2017-01-03,20.7,0.0
2017-01-04,20.9,0.0
2017-01-05,22.1,0.0
2017-01-06,22.2,0.0
2017-01-07,22.4,0.0
2017-01-08,21.9,0.0
2017-01-09,20.3,0.0
2017-01-10,21.9,0.1
2017-01-11,23.1,0.0
2017-01-12,24.4,0.0
2017-01-13,25.8,0.0
2017-01-14,24.1,0.0
2017-01-15,22.4,0.0
2017-01-16,23.2,0.0
2017-01-17,24.4,0.0
2017-01-18,25.2,0.0
2017-01-19,25.8,0.0
2017-01-20,26.9,0.0
2017-01-21,25.3,0.0
2017-01-22,22.8,0.0
2017-01-23,22.6,0.0
2017-01-24,24.2,0.0
2017-01-25,26.0,0.0
2017-01-26,26.3,0.0
2017-01-27,24.4,0.0
2017-01-28,24.2,0.0
2017-01-29,24.6,0.0
2017-01-30,24.6,0.6
2017-01-31,24.3,0.0
2017-02-01,22.7,0.0
2017-02-02,20.9,0.0
2017-02-03,17.5,0.0
2017-02-04,18.3,3.6
2017-02-05,22.1,0.0
2017-02-06,22.6,0.0
2017-02-07,21.4,0.0
2017-02-08,18.2,0.0
2017-02-09,19.6,0.0
2017-02-10,21.1,0.0
2017-02-11,22.0,0.0
2017-02-12,22.9,0.0
2017-02-13,22.9,0.0
2017-02-14,21.5,0.0
2017-02-15,21.4,0.0
2017-02-16,20.2,0.0
2017-02-17,19.1,0.0
2017-02-18,19.9,0.0
2017-02-19,22.8,0.0
2017-02-20,24.1,0.0
2017-02-21,24.8,0.0
2017-02-22,24.7,0.0
2017-02-23,23.9,0.0
2017-02-24,23.9,0.0
2017-02-25,23.1,2.2
2017-02-26,22.2,8.2
2017-02-27,22.8,3.0
2017-02-28,22.5,0.8
2017-03-01,21.8,0.3
2017-03-02,20.9,0.0
2017-03-03,20.8,1.3
2017-03-04,19.4,0.0
2017-03-05,21.0,0.0
2017-03-06,22.9,0.0
2017-03-07,22.9,0.0
2017-03-08,19.7,0.0
2017-03-09,17.8,0.2
2017-03-10,19.4,0.0
2017-03-11,19.0,0.0
2017-03-12,22.5,0.0
2017-03-13,22.7,0.0
2017-03-14,18.3,0.0
2017-03-15,19.0,0.0
2017-03-16,20.7,0.0
2017-03-17,20.4,0.6
2017-03-18,21.2,0.0
2017-03-19,19.7,0.0
2017-03-20,19.7,0.0
2017-03-21,20.3,0.0
2017-03-22,19.2,0.0
2017-03-23,19.3,0.0
2017-03-24,16.0,0.3
2017-03-25,17.4,0.3
2017-03-26,16.9,0.0
2017-03-27,18.8,0.0
2017-03-28,19.0,0.0
2017-03-29,16.7,4.0
2017-03-30,16.9,0.0
2017-03-31,17.5,0.0
2017-04-01,15.3,0.0
2017-04-02,16.5,0.0
2017-04-03,18.3,0.0
2017-04-04,17.0,0.0
2017-04-05,17.9,0.0
2017-04-06,19.0,0.0
2017-04-07,13.7,7.3
2017-04-08,13.0,2.9
2017-04-09,14.1,0.0
2017-04-10,17.4,0.0
2017-04-11,20.8,0.0
2017-04-12,19.2,0.0
2017-04-13,16.0,0.0
2017-04-14,15.6,0.1
2017-04-15,17.1,0.0
2017-04-16,17.6,0.0
2017-04-17,15.8,0.0
2017-04-18,15.7,1.5
2017-04-19,16.6,0.1
2017-04-20,15.2,6.7
2017-04-21,16.8,0.0
2017-04-22,17.5,0.5
2017-04-23,16.0,0.0
2017-04-24,13.6,0.0
2017-04-25,11.9,0.1
2017-04-26,13.6,0.0
2017-04-27,17.5,0.0
2017-04-28,18.6,0.0
2017-04-29,19.8,0.0
2017-04-30,19.4,0.0
2017-05-01,14.9,0.0
2017-05-02,13.1,0.5
2017-05-03,16.3,0.0
2017-05-04,17.7,0.0
2017-05-05,16.0,0.0
2017-05-06,12.7,0.1
2017-05-07,13.1,2.0
2017-05-08,14.4,3.3
2017-05-09,14.9,0.0
2017-05-10,13.2,2.9
2017-05-11,11.7,32.9
2017-05-12,12.8,5.7
2017-05-13,14.7,0.5
2017-05-14,12.4,10.0
2017-05-15,12.6,0.0
2017-05-16,11.0,0.6
2017-05-17,11.1,8.3
2017-05-18,8.7,10.4
2017-05-19,7.8,0.0
2017-05-20,10.2,0.0
2017-05-21,12.2,0.0
2017-05-22,11.0,0.0
2017-05-23,9.5,0.1
2017-05-24,9.4,1.4
2017-05-25,9.4,8.3
2017-05-26,11.1,0.8
2017-05-27,11.8,0.0
2017-05-28,10.0,0.0
2017-05-29,10.9,0.0
2017-05-30,10.6,0.0
2017-05-31,12.6,0.0
2017-06-01,12.1,0.0
2017-06-02,10.7,0.0
2017-06-03,8.8,0.0
2017-06-04,8.4,1.2
2017-06-05,8.7,0.0
2017-06-06,9.7,0.0
2017-06-07,8.0,2.2
2017-06-08,7.3,1.8
2017-06-09,10.5,0.0
2017-06-10,12.3,0.0
2017-06-11,12.8,0.0
2017-06-12,12.4,0.0
2017-06-13,10.4,0.0
2017-06-14,10.0,0.1
2017-06-15,10.8,0.0
2017-06-16,10.0,29.0
2017-06-17,7.0,32.3
2017-06-18,6.1,0.3
2017-06-19,11.2,0.0
2017-06-20,11.9,0.0
2017-06-21,11.2,0.0
2017-06-22,9.4,4.9
2017-06-23,11.0,0.0
2017-06-24,12.3,0.0
2017-06-25,11.8,0.0
2017-06-26,10.3,11.0
2017-06-27,10.4,2.0
2017-06-28,11.0,0.0
2017-06-29,10.4,0.0
2017-06-30,12.8,0.0
2017-07-01,14.7,0.0
2017-07-02,13.8,0.0
2017-07-03,9.5,0.9
2017-07-04,7.0,13.1
2017-07-05,6.2,0.0
2017-07-06,10.2,0.0
2017-07-07,11.8,0.0
2017-07-08,12.0,0.0
2017-07-09,10.8,0.0
2017-07-10,11.1,0.9
2017-07-11,14.0,0.0
2017-07-12,10.8,0.0
2017-07-13,9.1,1.6
2017-07-14,8.5,1.9
2017-07-15,3.3,16.2
2017-07-16,0.7,0.0
2017-07-17,8.0,0.0
2017-07-18,12.9,0.0
2017-07-19,12.4,0.0
2017-07-20,14.7,0.0
2017-07-21,13.7,0.0
2017-07-22,9.3,0.7
2017-07-23,9.3,2.8
2017-07-24,9.9,0.6
2017-07-25,10.9,0.1
2017-07-26,12.7,0.0
2017-07-27,11.2,0.0
2017-07-28,9.3,0.0
2017-07-29,9.2,0.2
2017-07-30,10.4,0.0
2017-07-31,12.0,0.0
2017-08-01,8.1,2.0
2017-08-02,10.6,0.0
2017-08-03,13.8,0.0
2017-08-04,10.0,0.0
2017-08-05,8.3,0.3
2017-08-06,10.1,0.0
2017-08-07,9.7,0.2
2017-08-08,12.2,0.2
2017-08-09,10.4,0.0
2017-08-10,8.5,20.5
2017-08-11,7.1,18.2
2017-08-12,6.3,1.4
2017-08-13,7.2,1.3
2017-08-14,9.4,0.1
2017-08-15,10.8,0.0
2017-08-16,12.4,0.0
2017-08-17,13.5,0.0
2017-08-18,9.5,3.9
2017-08-19,9.4,7.2
2017-08-20,11.7,0.0
2017-08-21,15.3,0.0
2017-08-22,11.8,0.1
2017-08-23,9.2,0.3
2017-08-24,9.8,1.6
2017-08-25,9.9,0.5
2017-08-26,10.0,0.0
2017-08-27,9.6,0.6
2017-08-28,8.7,8.5
2017-08-29,8.8,11.5
2017-08-30,12.1,0.0
2017-08-31,12.6,0.0
2017-09-01,10.7,0.4
2017-09-02,10.8,0.2
2017-09-03,9.6,3.7
2017-09-04,10.1,0.0
2017-09-05,11.4,0.0
2017-09-06,10.1,0.1
2017-09-07,11.2,0.0
2017-09-08,8.3,0.6
2017-09-09,9.1,3.5
2017-09-10,8.3,6.5
2017-09-11,8.7,0.0
2017-09-12,9.9,1.8
2017-09-13,10.1,1.2
2017-09-14,9.3,0.5
2017-09-15,12.5,0.0
2017-09-16,17.7,0.0
2017-09-17,16.7,0.0
2017-09-18,13.4,0.0
2017-09-19,10.5,1.5
2017-09-20,11.7,0.0
2017-09-21,13.2,0.0
2017-09-22,15.3,0.0
2017-09-23,17.7,0.0
2017-09-24,13.6,0.0
2017-09-25,14.8,0.0
2017-09-26,14.6,0.0
2017-09-27,15.7,0.0
2017-09-28,14.6,0.2
2017-09-29,15.6,0.4
2017-09-30,10.9,23.8
2017-10-01,10.2,0.5
2017-10-02,11.0,0.0
2017-10-03,15.3,0.0
2017-10-04,11.6,4.2
2017-10-05,10.9,25.7
2017-10-06,14.9,0.0
2017-10-07,13.0,2.3
2017-10-08,11.5,1.6
2017-10-09,12.8,1.7
2017-10-10,11.4,0.5
2017-10-11,9.1,2.5
2017-10-12,10.7,1.5
2017-10-13,13.4,0.0
2017-10-14,17.1,0.0
2017-10-15,17.1,0.0
2017-10-16,13.3,0.0
2017-10-17,13.3,0.0
2017-10-18,13.3,1.2
2017-10-19,16.9,0.0
2017-10-20,13.1,0.0
2017-10-21,15.9,0.4
2017-10-22,19.2,0.0
2017-10-23,17.9,0.0
2017-10-24,15.9,0.0
2017-10-25,15.8,0.0
2017-10-26,14.8,0.1
2017-10-27,16.4,0.0
2017-10-28,12.9,0.2
2017-10-29,11.3,1.5
2017-10-30,13.1,0.0
2017-10-31,13.6,0.0
2017-11-01,12.4,0.5
2017-11-02,12.7,1.0
2017-11-03,12.7,0.0
2017-11-04,14.0,0.0
2017-11-05,17.1,0.4
2017-11-06,16.6,0.6
2017-11-07,16.7,2.0
2017-11-08,17.6,1.1
2017-11-09,18.4,0.0
2017-11-10,21.3,0.0
2017-11-11,23.0,0.0
2017-11-12,20.9,0.0
2017-11-13,19.6,0.0
2017-11-14,18.6,0.0
2017-11-15,15.1,3.0
2017-11-16,17.5,0.0
2017-11-17,17.6,0.0
2017-11-18,17.5,0.0
2017-11-19,19.6,0.0
2017-11-20,16.9,0.0
2017-11-21,19.4,0.0
2017-11-22,22.5,0.0
2017-11-23,21.5,0.0
2017-11-24,17.4,0.0
2017-11-25,20.2,0.0
2017-11-26,20.7,0.0
2017-11-27,19.7,0.0
2017-11-28,17.8,0.0
2017-11-29,16.8,0.0
2017-11-30,19.2,0.0
2017-12-01,18.4,0.0
2017-12-02,16.9,0.0
2017-12-03,17.1,0.0
2017-12-04,18.7,0.0
2017-12-05,18.6,0.0
2017-12-06,18.6,0.0
2017-12-07,19.7,0.0
2017-12-08,18.7,0.0
2017-12-09,21.0,0.0
2017-12-10,22.8,0.0
2017-12-11,18.9,0.0
2017-12-12,16.7,0.0
2017-12-13,18.8,0.3
2017-12-14,22.7,0.0
2017-12-15,24.4,0.0
2017-12-16,19.8,0.0
2017-12-17,21.3,0.0
2017-12-18,21.8,0.0
2017-12-19,22.3,0.0
2017-12-20,22.5,0.0
2017-12-21,22.6,0.0
2017-12-22,21.7,0.0
2017-12-23,21.9,0.0
2017-12-24,21.8,0.0
2017-12-25,23.0,0.0
2017-12-26,21.3,0.9
2017-12-27,22.5,0.0
2017-12-28,23.4,0.0
2017-12-29,22.8,0.0
2017-12-30,22.1,0.0
2017-12-31,19.8,5.3
2018-01-01,20.1,0.0
2018-01-02,20.6,0.0
2018-01-03,22.4,0.0
2018-01-04,21.6,0.0
2018-01-05,21.4,0.3
2018-01-06,24.1,0.0
2018-01-07,24.1,0.0
2018-01-08,21.2,0.0
2018-01-09,21.0,0.0
2018-01-10,22.0,0.0
2018-01-11,21.4,0.0
2018-01-12,20.6,0.0
2018-01-13,20.1,0.0
2018-01-14,20.2,1.1
2018-01-15,18.8,0.2
2018-01-16,18.7,0.0
2018-01-17,21.1,0.0
2018-01-18,23.1,0.0
2018-01-19,23.5,0.0
2018-01-20,20.2,0.2
2018-01-21,19.7,0.0
2018-01-22,20.2,0.0
2018-01-23,20.2,0.0
2018-01-24,21.8,0.0
2018-01-25,20.3,0.0
2018-01-26,19.1,0.0
2018-01-27,21.7,0.0
2018-01-28,24.3,0.0
2018-01-29,22.7,0.0
2018-01-30,19.7,0.0
2018-01-31,22.9,0.0
2018-02-01,23.4,0.0
2018-02-02,21.4,0.0
2018-02-03,20.8,0.0
2018-02-04,22.0,0.0
2018-02-05,22.0,0.0
2018-02-06,21.3,0.0
2018-02-07,21.8,0.0
2018-02-08,21.0,0.0
2018-02-09,21.9,0.0
2018-02-10,21.6,0.0
2018-02-11,22.2,0.0
2018-02-12,23.8,0.0
2018-02-13,23.6,0.0
2018-02-14,20.6,0.0
2018-02-15,20.8,0.0
2018-02-16,21.7,0.0
2018-02-17,22.0,0.0
2018-02-18,20.6,0.0
2018-02-19,20.3,2.0
2018-02-20,20.8,0.9
2018-02-21,22.6,0.0
2018-02-22,22.0,0.0
2018-02-23,20.7,0.9
2018-02-24,20.7,1.7
2018-02-25,19.9,0.0
2018-02-26,20.4,0.0
2018-02-27,18.5,0.0
2018-02-28,19.2,0.0
2018-03-01,21.0,0.0
2018-03-02,21.5,0.0
2018-03-03,19.5,0.0
2018-03-04,19.5,0.0
2018-03-05,22.5,0.0
2018-03-06,22.3,0.0
2018-03-07,18.8,0.0
2018-03-08,19.2,0.0
2018-03-09,19.4,0.0
2018-03-10,18.1,0.0
2018-03-11,20.1,0.0
2018-03-12,20.5,0.0
2018-03-13,19.9,0.0
2018-03-14,17.8,0.0
2018-03-15,20.0,0.0
2018-03-16,17.9,0.0
2018-03-17,16.3,1.0
2018-03-18,16.7,1.6
2018-03-19,18.0,0.0
2018-03-20,18.6,0.0
2018-03-21,18.3,0.0
2018-03-22,17.2,0.0
2018-03-23,17.4,0.0
2018-03-24,19.1,0.0
2018-03-25,22.2,0.0
2018-03-26,19.8,0.0
2018-03-27,20.4,0.0
2018-03-28,20.2,0.0
2018-03-29,21.4,0.0
2018-03-30,21.7,0.0
2018-03-31,19.4,0.0
2018-04-01,17.4,0.0
2018-04-02,17.8,0.0
2018-04-03,17.9,0.0
2018-04-04,18.1,0.0
2018-04-05,17.9,0.0
2018-04-06,16.2,0.2
2018-04-07,16.0,0.0
2018-04-08,17.3,0.0
2018-04-09,16.3,0.0
2018-04-10,16.0,0.0
2018-04-11,16.2,0.5
2018-04-12,15.7,0.2
2018-04-13,15.7,0.0
2018-04-14,15.9,0.0
2018-04-15,17.7,0.0
2018-04-16,16.3,0.0
2018-04-17,17.4,0.0
2018-04-18,16.7,0.0
2018-04-19,17.1,0.0
2018-04-20,17.8,0.0
2018-04-21,17.8,0.0
2018-04-22,16.4,0.0
2018-04-23,16.5,0.0
2018-04-24,16.0,0.0
2018-04-25,17.6,0.0
